code	name	field of ed
DEFEO210C	Manage explosive ordnance engineering and logistics processes	089901
DEFEO211D	Apply a knowledge of explosive ordnance	089901
DEFEO212C	License explosive ordnance facilities and potential explosive sites	080317
DEFEO213A	Establish and operate an explosive ordnance field storage site	089901
DEFEO214A	Plan loading of dangerous goods	089901
DEFEO215A	Operate lighterage equipment	030717
DEFEO216A	Operate a small quantity explosive ordnance facility	039999
DEFEO217A	Operate a large quantity explosive ordnance facility	039999
DEFEO301D	Package ammunition	089901
DEFEO302D	Unpackage ammunition	089901
DEFEO303D	Monitor explosive ordnance environmental conditions	061301
DEFEO401D	Load and unload platforms	089901
DEFEO501D	Conduct explosive ordnance inspection	080317
DEFEO502D	Conduct external explosive ordnance maintenance	039909
DEFEO503C	Conduct explosive ordnance packaging inspection	080317
DEFEO505D	Breakdown explosive ordnance	
DEFEO506D	Fuze and defuze explosive ordnance	
DEFEO507D	Assemble and disassemble explosive components	
DEFEO508D	Conduct electrical/electronic circuitry tests	031313
DEFEO509D	Perform purging	030799
DEFEO510C	Maintain small arms ammunition	030715
DEFEO511D	Maintain grenades	030715
DEFEO512D	Maintain mortar ammunition	030715
DEFEO513D	Maintain actuating devices	030715
DEFEO514D	Maintain pyrotechnics and countermeasures	030715
DEFEO515D	Maintain guided weapons	030715
DEFEO516D	Maintain free flight rockets	030715
DEFEO517D	Maintain gun ammunition	030715
DEFEO518D	Maintain aerial delivered ordnance	030715
DEFEO519D	Maintain mines	030715
DEFEO520D	Maintain demolition stores	030715
DEFEO521A	Refurbish explosive ordnance packaging	039999
DEFEO522A	Conduct broken seal inspection	080317
DEFEO601D	Assess explosive ordnance firings	080317
DEFEO602C	Plan explosive ordnance trials	030715
DEFEO603C	Conduct explosive ordnance trials	080315
DEFEO604C	Perform explosive tests, measurements and analyses	039999
DEFEO605D	Conduct explosive ordnance firings	
DEFEO606D	Develop unique explosives	
DEFEO607C	Determine the properties of explosive ordnance	039999
DEFEO701C	Dispose of explosive ordnance	
DEFEO702D	Destroy unexploded ordnance	
DEFEO703C	Supervise military explosive ordnance task	080315
DEFEO704C	Control military explosive ordnance operations	080315
DEFEO705C	Manage military explosive ordnance operations	080315
DEFEO706D	Participate in the conduct of explosive ordnance disposal operations	
DEFEO707C	Conduct explosive ordnance disposal operations	
DEFEO708C	Conduct improvised explosive device disposal operations	
DEFEO709D	Apply explosive ordnance design principles	039999
DEFEO710D	Prepare and arm weapon systems	
DEFEO711C	Conduct military demolition operations	
DEFEO712C	Lay and clear booby traps	
DEFEO713C	Lay and clear mines	
DEFEO714C	Conduct underwater explosive demolitions	039999
DEFEO715C	Gauge explosive ordnance	089901
DEFEO716C	Test for explosive substances	039999
DEFEO717C	Maintain aircraft egress systems	031503
DEFEO718C	Maintain cartridge operated fire extinguisher systems	039905
DEFEO719A	Render explosive ordnance inert	039999
DEFEO720A	Conduct post blast analysis	080399
DEFEO721A	Remove explosive ordnance from damaged aircraft	039999
DEFEO722A	Detect, record and collect evidence	019903
DEFEO800A	Prepare proof firing points	030305
DEFEO801A	Undertake proof firings of small arms	030305
DEFEO802A	Undertake proof firings of other calibre weapons	030305
DEFEO803A	Conduct static proof tests	030305
DEFEO804A	Conduct dynamic small arms proof tests	030305
DEFEO805A	Conduct dynamic other calibre proof tests	030305
DEFEO806A	Conduct environmental tests	091105
DEFEO807A	Prepare explosive ordnance for proof tests	030305
DEFEO808B	Prepare explosives for metal hardening	039999
DEFEO809A	Acquire data related to velocity	030305
DEFEO810A	Acquire data related to pressure	030305
DEFEO811A	Acquire data related to time	030305
DEFEO812A	Acquire data related to environment	059999
DEFEO813A	Acquire data related to imagery	030305
DEFEO814A	Provide survey data for proof and experimental firing	030305
DEFEO815A	Operate small watercraft	031705
DEFEO900A	Develop explosive ordnance disposal techniques and render-safe procedures	039999
DEFEQ001C	Work with equity and diversity	120505
DEFEQ002B	Supervise equity and diversity in the workplace	120505
DEFEQ003B	Manage equity and diversity	120505
DEFEV501	Develop an evaluation program	080399
DEFEV502	Evaluate and report collected information	080399
DEFEV503	Maintain and enhance professional practice	080305
DEFIN001A	Process information into intelligence	099905
DEFIN002A	Process voice communications	091519
DEFIN003A	Edit intelligence material for security purposes	099905
DEFIN004A	Conduct tactical questioning on operations	091105
DEFIN005A	Conduct interrogation on military operations	099905
DEFIN006A	Conduct anti-surveillance	099905
DEFIN007A	Supervise intelligence operations	099905
DEFIN008A	Plan and lead a counter-surveillance operation	099905
DEFIN009A	Plan a surveillance operation	099905
DEFIN010A	Communicate in a surveillance environment	099905
DEFIN011A	Perform foot surveillance	099905
DEFIN012A	Perform mobile surveillance	099905
DEFIN013A	Perform static surveillance	099905
DEFIN014A	Disseminate outputs from the intelligence process	091105
DEFIN015	Locate electromagnetic emissions	030717
DEFIN016	Log target communications	100705
DEFIN017	Analyse information for situational value	080399
DEFIN018	Collect radio frequency emissions	031309
DEFLS001B	Maintain and fit Anti-G suits	061301
DEFLS002B	Maintain and fit helmets	061301
DEFLS003B	Maintain and fit immersion suits	061301
DEFLS004B	Maintain and fit oxygen masks	061301
DEFLS005B	Maintain and pack parachutes	061301
DEFLS006B	Maintain and pack survival inflatable life rafts or escape slides	061301
DEFLS007B	Maintain, pack and fit survival inflatable buoyancy vests	061301
DEFLS008B	Maintain, install and remove restraint systems	061301
DEFLS009B	Manufacture, repair and alter aircraft related fabric components	061301
DEFOH001B	Conduct an occupational health and safety audit	061301
DEFOH002B	Conduct occupational health and safety inspections	061301
DEFOH003B	Identify and monitor radiation hazards	061301
DEFOH004B	Develop noise management plans	061301
DEFOH005B	Apply radio frequency radiation safety procedures	061301
DEFOH006B	Develop radio frequency radiation safety plans	061301
DEFOH007B	Apply ionising radiation safety procedures	061301
DEFOH008B	Develop ionising radiation safety plans	061301
DEFOH009B	Work safely with lasers	061301
DEFOH010B	Apply laser safety procedures	061301
DEFOH011B	Develop laser safety plans	061301
DEFOH012B	Identify confined space	061301
DEFOH013B	Enter confined space	061301
DEFOH014B	Test confined space environment	061301
DEFOH015B	Control entry to confined spaces	061301
DEFOH016B	Monitor and reoprt on hazardous substances safety	061301
DEFOH017	Conduct a work health and safety audit	061301
DEFOH018	Conduct work health and safety inspections	061301
DEFPA001	Promote the organisation's mission and values	080505
DEFPA002	Identify material suitable for media publication	080505
DEFPA003	Conduct market profiling	080505
DEFPA004	Manage media requirements at major events	080505
DEFPA005	Develop and implement media plans	080505
DEFPA006	Develop and implement public affairs strategic plans	080505
DEFPA007	Develop and implement effective communication strategies	080505
DEFPA008	Manage public affairs projects	080505
DEFPA009	Capture video images	100701
DEFPE001A	Conduct field refuelling operations from a bulk fuel installation	030717
DEFPE002A	Conduct field refuelling operations using drum stock	030717
DEFPE003A	Test fuel hoses	030717
DEFPE004A	Assist in the construction and maintenance of a non-permanent bulk fuel installation	030717
DEFPE005A	Assist in the construction and operation of a non-permanent inland pipeline system	040327
DEFPE006A	Assist in the operation of the tank fabric collapsible marine system	030717
DEFPE007A	Assist in the operation of the towed flexible barge system	030717
DEFPH001A	Contribute to environmental health operations	061303
DEFPH002A	Assist with quick assessment of disease outbreak	061303
DEFPH003A	Operate environmental measuring devices	061303
DEFPH004A	Undertake a vector borne diseases surveillance program	099905
DEFPH005A	Assist with field hygiene and sanitation	030907
DEFPH006A	Monitor water handling and distribution practices	030907
DEFPH007A	Conduct chlorine dosing of water at the point of supply	030907
DEFPH008A	Coordinate environmental health operations	061303
DEFPH009A	Conduct a quick assessment of disease outbreak	061303
DEFPH010A	Conduct a field hygiene survey	061303
DEFPH011A	Perform environmental health planning	061303
DEFPH012A	Manage environmental health operations	061303
DEFPH013A	Manage a deployed capability	061303
DEFPH014A	Investigate and control outbreak of disease	061303
DEFPL001B	Provide support in service discipline and criminal law matters	090905
DEFPL002B	Provide advice on service discipline and criminal law matters	090905
DEFPL003B	Provide support in administrative law matters	090999
DEFPL004B	Provide advice on administrative law matters	090999
DEFPL005B	Provide support in operations law matters	090999
DEFPL006B	Provide advice on operations law matters	090999
DEFPL007B	Provide support in contract law matters	090999
DEFPL008B	Provide advice on contract law matters	090999
DEFPL009B	Provide support in environmental law matters	090999
DEFPL010B	Provide advice on environmental law matters	090999
DEFPL011B	Provide support in legal assistance matters	090999
DEFPL012B	Assess civil claims	090999
DEFPL013B	Provide advice on civil claims	090999
DEFPL014	Provide high level support on service discipline matters	091105
DEFPL015	Provide high-level support on criminal law matters	090905
DEFPL016	Provide high-level support on administrative law matters	090901
DEFPL017	Provide support in administrative law matters	090901
DEFPL018	Provide high-level support on operations law matters	090901
DEFPL019	Provide support in legal assistance matters	091103
DEFPL020	Provide high-level support on legal assistance matters	091103
DEFPL021	Obtain information from a client	090913
DEFPL022	Run a file	080901
DEFPL023	Provide support in service discipline law matters	091105
DEFPL024	Provide support in criminal law matters	090905
DEFPO001B	Apply the values and principles of Defence police	091105
DEFPO002B	Conduct battlefield circulation and control operations	030909
DEFPO003B	Participate in population protection and control	099905
DEFPR301B	Identify material suitable for publication within Defence	100703
DEFPR302B	Conduct an interview to support written material	100703
DEFPR303B	Write material suiable for publication within Defence	100703
DEFPR304B	Edit provided copy	100703
DEFPR305B	Take photographs suitable for publication within Defence	100303
DEFPR306B	Obtain images suitable for publication within Defence	100303
DEFPR307B	Assist in managing production processes	091301
DEFPS001	Assist in the conduct of a psycho-social selection activity	090701
DEFPS002	Conduct a mental health screening interview	090701
DEFPS003	Conduct a psychometric testing activity	090701
DEFPT001A	Conduct a group fitness appraisal within Defence	092103
DEFPT002A	Develop a group fitness program within Defence	092103
DEFPT003A	Conduct individual fitness assessments within Defence	092103
DEFRI001B	Treat risk within Defence at an operational level	099905
DEFRI002B	Conduct risk assessment in a Defence environment	099905
DEFRM101B	Provide technical advice on ranges and training areas	050901
DEFRM102B	Interpret policy, legislation and regulations	080399
DEFRM201B	Develop and maintain range standing orders	080399
